tau0,tauB,kappa,eta,beta,P_wash_frac,gamma_wash,lambda_wash,P_hold_frac,tau_decay_frac,W_on,W_off,P_on_frac,P_off_frac,feasible_any,stable_any,best_controller_name,best_score,best_avg_power,best_tracking_error,best_time_below,stability_mode,pruned,feasible_and_stable
1.9893482942034029,0.5291276711029457,2.9201458798095277,0.2926853794682147,2.1807394023696877e-06,0.7893952477276243,0.0555679169068779,0.8418343084009677,0.26718452632600476,0.08395391757707181,0.9255573479207957,0.8713462833625428,0.4088097061360425,0.3588097061360425,True,True,const_Pmax,1.6365625950837173,1.0,0.7978548896294284,0.040828924162257495,steady,False,True
2.582652954297703,0.7187618968598173,0.0,0.6806723263560648,3.6503772601077383e-06,0.45544355275477677,0.9584291809009724,2.9863934177509113,0.5518681793804806,0.12692297882398637,1.075066019666437,0.8527031827420064,0.6327050170981898,0.5486220442103117,False,True,kick_hold_1,0.557548229431729,0.46015812170579784,0.3113106104270402,1.0,steady,False,False
0.0525321643473063,0.3027247597968254,0.6377109338568473,0.3327254943012269,0.008506850015074932,0.8923931018785238,0.5559694280284484,2.51720919264514,0.6937090818120771,0.07641709125013406,0.9792982453017405,0.6962863579209599,0.44802957018771106,0.39802957018771107,False,True,pulse_1,-0.0792222822274998,0.2800063038453457,0.9948461426662507,1.0,steady,False,False
0.36857685416734004,1.2020854855567304,0.0,0.3447413217846945,0.018300068330245268,0.23125436228199522,0.23285228494370624,0.8761779909435851,0.36862840256103113,0.2897028483800995,0.9973159903402666,0.542057667278441,0.5462004724334282,0.4962004724334282,False,True,pulse_1,-0.05091427560691746,0.2800024570779201,0.9644507886887903,1.0,steady,False,False
0.9422093405728477,3.116817947659698,10.067631079821489,0.24648678537715787,5.280582159823382e-05,0.5776692046831751,0.338456483297326,2.5334366198615594,0.363672130581741,0.5000086916222553,1.1408062067524676,0.752395741451749,0.94573134632281,0.5109867583758865,False,True,const_Pmax,0.7289844971596389,1.0,0.0927507317947529,0.18999764465729763,steady,False,False
2.509103648837284,0.6077285467798551,3.4669161395206305,0.2839837727168565,7.460815049498132e-05,0.8421363707861733,0.6308322403647424,0.5325197473109025,0.2702561631462432,0.08876694371079467,0.8099292527194291,0.759929252719429,0.668924396954123,0.31527455069455035,True,True,const_Pmax,2.5983662874548945,1.0,1.5120613639789293,0.03463817288702081,steady,False,True
0.786908773545434,0.10395150546555097,7.6416683645540004,0.7070158184554105,0.04106546052813119,0.6342503967606308,0.4775058736277328,2.284297689552023,0.6371631167766345,0.4331287866065336,1.1852844894197518,0.8910025853690886,0.9200808629571559,0.17987284982854607,True,True,const_Pmax,1.699390473456532,1.0,0.9453216061642041,0.014475177366401302,steady,False,True
1.458132568351171,1.029573363803437,6.099947169506902,0.9758520933644557,0.04231583076484104,0.40175977184153366,0.7337534974379162,2.249950613805806,0.2752203598534817,0.07246500007480418,0.816378784114288,0.766378784114288,0.6938198450901436,0.6438198450901436,True,True,const_08,2.2739581910941475,0.7999999999999999,1.419972667271646,0.015785861358956762,steady,False,True
0.4255170012574848,17.79165309864713,11.600736327237483,0.26785541784946565,0.0004074721346720675,0.7614418508900069,0.9247016672198887,2.467749271852295,0.07403097268076325,0.15270980754654576,0.8194793889255405,0.5546411455572791,0.8051833772004905,0.5992807374181888,False,False,const_Pmax,-2.1949887167263515,1.0,,1.0,unstable,True,False
1.7636458055803281,9.804861808457465,11.991249487953509,0.2391709678586234,1.264950808271675e-05,0.6353284413626721,0.8581253046248232,0.013500374818977368,0.3845090723756273,0.3803130487889281,0.8118429156514453,0.700677778776694,0.9373809288302181,0.5701289661991011,False,False,const_Pmax,-1.8805234220511808,1.0,,1.0,unstable,True,False
